week;rank;rise;rise_nb;name;artist;last_week;peak;week_chart
"
                February 1, 2020
                ";84;New;-;No Regrets;Eminem Featuring Don Toliver;-;84;1
"
                February 1, 2020
                ";85;Failing;-20;Out West;JACKBOYS Featuring Young Thug;65;38;4
"
                February 1, 2020
                ";86;Failing;-10;More Hearts Than Mine;Ingrid Andress;76;76;4
"
                February 1, 2020
                ";87;Failing;-12;I Wish Grandpas Never Died;Riley Green;75;75;4
"
                February 1, 2020
                ";88;Failing;-14;Make Me Want To;Jimmie Allen;74;74;4
"
                February 1, 2020
                ";89;New;-;Lock It Up;Eminem Featuring Anderson .Paak;-;89;1
"
                February 1, 2020
                ";90;Failing;-17;What She Wants Tonight;Luke Bryan;73;73;5
"
                February 1, 2020
                ";91;New;-;Surf;Mac Miller;-;91;1
"
                February 1, 2020
                ";92;Failing;-15;Say So;Doja Cat Featuring Nicki Minaj;77;77;3
"
                February 1, 2020
                ";93;New;-;Stepdad;Eminem;-;93;1
"
                February 1, 2020
                ";94;Failing;-24;Take What You Want;Post Malone Featuring Ozzy Osbourne & Travis Scott;70;8;20
"
                February 1, 2020
                ";95;Failing;-23;We Back;Jason Aldean;72;72;8
"
                February 1, 2020
                ";96;Failing;-3;homecoming queen?;Kelsea Ballerini;93;82;7
"
                February 1, 2020
                ";97;Failing;-10;I Hope You're Happy Now;Carly Pearce & Lee Brice;87;87;3
"
                February 1, 2020
                ";98;Failing;-19;Make No Sense;YoungBoy Never Broke Again;79;57;11
"
                February 1, 2020
                ";99;Failing;-18;Easy;DaniLeigh Featuring Chris Brown;81;79;12
"
                February 1, 2020
                ";100;New;-;That's On Me;Mac Miller;-;100;1
"
                February 8, 2020
                ";1;Steady;-;The Box;Roddy Ricch;1;1;8
"
                February 8, 2020
                ";2;Steady;-;Life Is Good;Future Featuring Drake;2;2;3
"
                February 8, 2020
                ";3;Rising;+1;Circles;Post Malone;4;1;22
"
                February 8, 2020
                ";4;Rising;+1;Memories;Maroon 5;5;2;19
"
                February 8, 2020
                ";5;Rising;+3;Someone You Loved;Lewis Capaldi;8;1;38
"
                February 8, 2020
                ";6;Steady;-;10,000 Hours;Dan + Shay & Justin Bieber;6;4;17
"
                February 8, 2020
                ";7;Steady;-;Dance Monkey;Tones And I;7;7;17
"
                February 8, 2020
                ";8;Rising;+1;Roxanne;Arizona Zervas;9;4;13
"
                February 8, 2020
                ";9;Rising;+6;Don't Start Now;Dua Lipa;15;9;13
"
                February 8, 2020
                ";10;Rising;+13;Everything I Wanted;Billie Eilish;23;8;12
"
                February 8, 2020
                ";11;Failing;-1;Lose You To Love Me;Selena Gomez;10;1;15
"
                February 8, 2020
                ";12;Failing;-9;Godzilla;Eminem Featuring Juice WRLD;3;3;2
"
                February 8, 2020
                ";13;Failing;-1;Good As Hell;Lizzo;12;3;23
"
                February 8, 2020
                ";14;Failing;-1;BOP;DaBaby;13;11;18
"
                February 8, 2020
                ";15;Failing;-4;Yummy;Justin Bieber;11;2;4
"
                February 8, 2020
                ";16;Failing;-2;Ballin';Mustard & Roddy Ricch;14;11;28
"
                February 8, 2020
                ";17;Rising;+24;Bad Guy;Billie Eilish;41;1;44
"
                February 8, 2020
                ";18;Rising;+3;Blinding Lights;The Weeknd;21;11;9
"
                February 8, 2020
                ";19;Steady;-;Heartless;The Weeknd;19;1;10
"
                February 8, 2020
                ";20;Failing;-3;HIGHEST IN THE ROOM;Travis Scott;17;1;17
"
                February 8, 2020
                ";21;Rising;+1;The Bones;Maren Morris;22;21;19
"
                February 8, 2020
                ";22;Failing;-2;High Fashion;Roddy Ricch Featuring Mustard;20;20;5
"
                February 8, 2020
                ";23;Rising;+4;Hot Girl Bummer;blackbear;27;23;20
"
                February 8, 2020
                ";24;Rising;+1;No Guidance;Chris Brown Featuring Drake;25;5;34
"
                February 8, 2020
                ";25;Rising;+4;Woah;Lil Baby;29;16;12
"
                February 8, 2020
                ";26;Rising;+4;Senorita;Shawn Mendes & Camila Cabello;30;1;32
"
                February 8, 2020
                ";27;Failing;-3;Trampoline;SHAED;24;13;35
"
                February 8, 2020
                ";28;Failing;-2;You Should Be Sad;Halsey;26;26;3
"
                February 8, 2020
                ";29;Rising;+3;Adore You;Harry Styles;32;24;8
"
                February 8, 2020
                ";30;Failing;-14;What A Man Gotta Do;Jonas Brothers;16;16;2
"
                February 8, 2020
                ";31;New;-;B.I.T.C.H.;Megan Thee Stallion;-;31;1
"
                February 8, 2020
                ";32;Rising;+11;Truth Hurts;Lizzo;43;1;39
"
                February 8, 2020
                ";33;Rising;+4;Falling;Trevor Daniel;37;31;11
"
                February 8, 2020
                ";34;New;-;Anyone;Demi Lovato;-;34;1
"
                February 8, 2020
                ";35;Rising;+5;My Oh My;Camila Cabello Featuring DaBaby;40;35;8
"
                February 8, 2020
                ";36;Failing;-2;Suicidal;YNW Melly & Juice WRLD;34;34;10
"
                February 8, 2020
                ";37;Failing;-2;Only Human;Jonas Brothers;35;18;32
"
                February 8, 2020
                ";38;Failing;-5;Sum 2 Prove;Lil Baby;33;16;3
"
                February 8, 2020
                ";39;Rising;+10;Sucker;Jonas Brothers;49;1;43
"
                February 8, 2020
                ";40;Rising;+6;One Man Band;Old Dominion;46;20;23
"
                February 8, 2020
                ";41;Rising;+4;Even Though I'm Leaving;Luke Combs;45;11;22
"
                February 8, 2020
                ";42;Rising;+9;Heartache Medication;Jon Pardi;51;42;18
"
                February 8, 2020
                ";43;Rising;+33;Nobody But You;Blake Shelton Duet With Gwen Stefani;76;43;3
"
                February 8, 2020
                ";44;Steady;-;I Don't Care;Ed Sheeran & Justin Bieber;44;2;35
"
                February 8, 2020
                ";45;Failing;-3;Hot;Young Thug Featuring Gunna;42;11;24
"
                February 8, 2020
                ";46;Rising;+7;Kinfolks;Sam Hunt;53;46;16
"
                February 8, 2020
                ";47;Steady;-;Bandit;Juice WRLD & YoungBoy Never Broke Again;47;10;17
"
                February 8, 2020
                ";48;Rising;+2;Juicy;Doja Cat & Tyga;50;45;14
"
                February 8, 2020
                ";49;Failing;-10;Panini;Lil Nas X;39;5;32
"
                February 8, 2020
                ";50;Rising;+6;South Of The Border;Ed Sheeran Featuring Camila Cabello & Cardi B;56;50;8
"
                February 8, 2020
                ";51;Rising;+4;Tusa;Karol G & Nicki Minaj;55;51;9
"
                February 8, 2020
                ";52;Rising;+14;Homesick;Kane Brown;66;52;11
"
                February 8, 2020
                ";53;Rising;+9;RITMO (Bad Boys For Life);The Black Eyed Peas X J Balvin;62;53;10
"
                February 8, 2020
                ";54;Failing;-36;Good News;Mac Miller;18;17;3
"
                February 8, 2020
                ";55;Rising;+3;P*$$y Fairy (OTW);Jhene Aiko;58;55;2
"
                February 8, 2020
                ";56;Rising;+17;I Hope;Gabby Barrett;73;56;5
"
                February 8, 2020
                ";57;Rising;+13;Slide;H.E.R. Featuring YG;70;57;6
"
                February 8, 2020
                ";58;Rising;+7;TOES;DaBaby Featuring Lil Baby & Moneybagg Yo;65;28;9
"
                February 8, 2020
                ";59;Rising;+13;Heart On Ice;Rod Wave;72;54;12
"
                February 8, 2020
                ";60;Failing;-1;Futsal Shuffle 2020;Lil Uzi Vert;59;5;7
"
                February 8, 2020
                ";61;Rising;+8;VIBEZ;DaBaby;69;21;18
"
                February 8, 2020
                ";62;Rising;+17;BEST ON EARTH;Russ & BIA;79;62;8
"
                February 8, 2020
                ";63;Rising;+22;Out West;JACKBOYS Featuring Young Thug;85;38;5
"
                February 8, 2020
                ";64;Failing;-10;Graveyard;Halsey;54;34;20
"
                February 8, 2020
                ";65;Rising;+25;What She Wants Tonight;Luke Bryan;90;65;6
"
                February 8, 2020
                ";66;Rising;+11;No Idea;Don Toliver;77;43;9
"
                February 8, 2020
                ";67;Failing;-7;Ridin' Roads;Dustin Lynch;60;47;13
"
                February 8, 2020
                ";68;Rising;+18;More Hearts Than Mine;Ingrid Andress;86;68;5
"
                February 8, 2020
                ";69;Rising;+9;SUGAR;BrockHampton;78;66;4
"
                February 8, 2020
                ";70;Rising;+17;I Wish Grandpas Never Died;Riley Green;87;70;5
"
                February 8, 2020
                ";71;Rising;+3;Start Wit Me;Roddy Ricch & Gunna;74;56;11
"
                February 8, 2020
                ";72;Rising;+16;Make Me Want To;Jimmie Allen;88;72;5
"
                February 8, 2020
                ";73;Rising;+19;Say So;Doja Cat Featuring Nicki Minaj;92;73;4
"
                February 8, 2020
                ";74;Rising;+21;We Back;Jason Aldean;95;72;9
"
                February 8, 2020
                ";75;Rising;+22;I Hope You're Happy Now;Carly Pearce & Lee Brice;97;75;4
"
                February 8, 2020
                ";76;Rising;+20;homecoming queen?;Kelsea Ballerini;96;76;8
"
                February 8, 2020
                ";77;Rising;+5;U Played;MoneyBagg Yo Featuring Lil Baby;82;53;4
"
                February 8, 2020
                ";78;Failing;-40;Blue World;Mac Miller;38;38;2
"
                February 8, 2020
                ";79;Rising;+19;Make No Sense;YoungBoy Never Broke Again;98;57;12
"
                February 8, 2020
                ";80;New;-;Letter To Nipsey;Meek Mill Featuring Roddy Ricch;-;80;1
"
                February 8, 2020
                ";81;Re-Enter;-;Jerry Sprunger;Tory Lanez & T-Pain;-;44;8
"
                February 8, 2020
                ";82;New;-;Chasin' You;Morgan Wallen;-;82;1
"
                February 8, 2020
                ";83;Failing;-2;Rare;Selena Gomez;81;30;3
"
                February 8, 2020
                ";84;Re-Enter;-;Slow Dance In A Parking Lot;Jordan Davis;-;84;4
"
                February 8, 2020
                ";85;New;-;Before You Go;Lewis Capaldi;-;85;1
"
                February 8, 2020
                ";86;Failing;-55;Those Kinda Nights;Eminem Featuring Ed Sheeran;31;31;2
"
                February 8, 2020
                ";87;Re-Enter;-;Vete;Bad Bunny;-;33;9
"
                February 8, 2020
                ";88;New;-;Homemade;Jake Owen;-;88;1
"
                February 8, 2020
                ";89;Rising;+10;Easy;DaniLeigh Featuring Chris Brown;99;79;13
"
                February 8, 2020
                ";90;Re-Enter;-;Come Thru;Summer Walker & Usher;-;42;7
"
                February 8, 2020
                ";91;Failing;-63;Darkness;Eminem;28;28;2
"
                February 8, 2020
                ";92;Re-Enter;-;Camelot;NLE Choppa;-;37;19
"
                February 8, 2020
                ";93;New;-;Underdog;Alicia Keys;-;93;1
"
                February 8, 2020
                ";94;New;-;First Man;Camila Cabello;-;94;1
"
                February 8, 2020
                ";95;New;-;What If I Told You That I Love You;Ali Gatie;-;95;1
"
                February 8, 2020
                ";96;New;-;Catch;Brett Young;-;96;1
"
                February 8, 2020
                ";97;Failing;-61;Unaccommodating;Eminem Featuring Young M.A;36;36;2
"
                February 8, 2020
                ";98;Re-Enter;-;July;Noah Cyrus & Leon Bridges;-;91;4
"
                February 8, 2020
                ";99;Failing;-47;You Gon' Learn;"Eminem Featuring Royce da 5'9"" & White Gold";52;52;2
"
                February 8, 2020
                ";100;New;-;Dive Bar;Garth Brooks & Blake Shelton;-;100;1
"
                February 15, 2020
                ";1;Steady;-;The Box;Roddy Ricch;1;1;9
"
                February 15, 2020
                ";2;Steady;-;Life Is Good;Future Featuring Drake;2;2;4
"
                February 15, 2020
                ";3;Steady;-;Circles;Post Malone;3;1;23
"
                February 15, 2020
                ";4;Steady;-;Memories;Maroon 5;4;2;20
"
                February 15, 2020
                ";5;Rising;+2;Dance Monkey;Tones And I;7;5;18
"
                February 15, 2020
                ";6;Failing;-1;Someone You Loved;Lewis Capaldi;5;1;39
"
                February 15, 2020
                ";7;Rising;+1;Roxanne;Arizona Zervas;8;4;14
"
                February 15, 2020
                ";8;Failing;-2;10,000 Hours;Dan + Shay & Justin Bieber;6;4;18
"
                February 15, 2020
                ";9;Steady;-;Don't Start Now;Dua Lipa;9;9;14
"
                February 15, 2020
                ";10;Steady;-;Everything I Wanted;Billie Eilish;10;8;13
"
                February 15, 2020
                ";11;Steady;-;Lose You To Love Me;Selena Gomez;11;1;16
"
                February 15, 2020
                ";12;Rising;+4;Ballin';Mustard & Roddy Ricch;16;11;29
"
                February 15, 2020
                ";13;Rising;+1;BOP;DaBaby;14;11;19
"
                February 15, 2020
                ";14;Rising;+1;Yummy;Justin Bieber;15;2;5
"
                February 15, 2020
                ";15;Rising;+3;Blinding Lights;The Weeknd;18;11;10
"
                February 15, 2020
                ";16;Failing;-3;Good As Hell;Lizzo;13;3;24
"
                February 15, 2020
                ";17;Rising;+2;Heartless;The Weeknd;19;1;11
"
                February 15, 2020
                ";18;Rising;+3;The Bones;Maren Morris;21;18;20
"
                February 15, 2020
                ";19;Rising;+4;Hot Girl Bummer;blackbear;23;19;21
"
                February 15, 2020
                ";20;Failing;-8;Godzilla;Eminem Featuring Juice WRLD;12;3;3
"
                February 15, 2020
                ";21;Rising;+1;High Fashion;Roddy Ricch Featuring Mustard;22;20;6
"
                February 15, 2020
                ";22;Rising;+2;No Guidance;Chris Brown Featuring Drake;24;5;35
"
                February 15, 2020
                ";23;Rising;+6;Adore You;Harry Styles;29;23;9
"
                February 15, 2020
                ";24;Rising;+1;Woah;Lil Baby;25;16;13
"
                February 15, 2020
                ";25;Failing;-8;Bad Guy;Billie Eilish;17;1;45
"
                February 15, 2020
                ";26;Failing;-6;HIGHEST IN THE ROOM;Travis Scott;20;1;18
"
                February 15, 2020
                ";27;Rising;+6;Falling;Trevor Daniel;33;27;12
"
                February 15, 2020
                ";28;Failing;-2;Senorita;Shawn Mendes & Camila Cabello;26;1;33
"
                February 15, 2020
                ";29;Rising;+1;What A Man Gotta Do;Jonas Brothers;30;16;3
"
                February 15, 2020
                ";30;Failing;-2;You Should Be Sad;Halsey;28;26;4
"
                February 15, 2020
                ";31;Rising;+4;My Oh My;Camila Cabello Featuring DaBaby;35;31;9
"
                February 15, 2020
                ";32;Failing;-5;Trampoline;SHAED;27;13;36
"
                February 15, 2020
                ";33;New;-;I Do It;Lil Wayne Featuring Big Sean & Lil Baby;-;33;1
"
                February 15, 2020
                ";34;Rising;+12;Kinfolks;Sam Hunt;46;34;17
"
                February 15, 2020
                ";35;Failing;-3;Truth Hurts;Lizzo;32;1;40
"
                February 15, 2020
                ";36;Rising;+4;One Man Band;Old Dominion;40;20;24
"
                February 15, 2020
                ";37;Steady;-;Only Human;Jonas Brothers;37;18;33
"
                February 15, 2020
                ";38;Rising;+1;Sucker;Jonas Brothers;39;1;44
"
                February 15, 2020
                ";39;Failing;-3;Suicidal;YNW Melly & Juice WRLD;36;34;11
"
                February 15, 2020
                ";40;Rising;+4;I Don't Care;Ed Sheeran & Justin Bieber;44;2;36
"
                February 15, 2020
                ";41;Rising;+7;Juicy;Doja Cat & Tyga;48;41;15
"
                February 15, 2020
                ";42;Rising;+9;Tusa;Karol G & Nicki Minaj;51;42;10
"
                February 15, 2020
                ";43;Failing;-2;Even Though I'm Leaving;Luke Combs;41;11;23
"
                February 15, 2020
                ";44;Rising;+9;RITMO (Bad Boys For Life);The Black Eyed Peas X J Balvin;53;44;11
"
                February 15, 2020
                ";45;Rising;+2;Bandit;Juice WRLD & YoungBoy Never Broke Again;47;10;18
"
                February 15, 2020
                ";46;Failing;-8;Sum 2 Prove;Lil Baby;38;16;4
"
                February 15, 2020
                ";47;Failing;-2;Hot;Young Thug Featuring Gunna;45;11;25
"
                February 15, 2020
                ";48;Failing;-6;Heartache Medication;Jon Pardi;42;42;19
"
                February 15, 2020
                ";49;Rising;+1;South Of The Border;Ed Sheeran Featuring Camila Cabello & Cardi B;50;49;9
"
                February 15, 2020
                ";50;New;-;Only The Young;Taylor Swift;-;50;1
"
                February 15, 2020
                ";51;Rising;+1;Homesick;Kane Brown;52;51;12
"
                February 15, 2020
                ";52;Rising;+10;BEST ON EARTH;Russ & BIA;62;52;9
"
                February 15, 2020
                ";53;Rising;+3;I Hope;Gabby Barrett;56;53;6
"
                February 15, 2020
                ";54;Rising;+3;Slide;H.E.R. Featuring YG;57;54;7
"
                February 15, 2020
                ";55;Rising;+4;Heart On Ice;Rod Wave;59;54;13
"
                February 15, 2020
                ";56;Failing;-22;Anyone;Demi Lovato;34;34;2
"
                February 15, 2020
                ";57;Rising;+6;Out West;JACKBOYS Featuring Young Thug;63;38;6
"
                February 15, 2020
                ";58;Steady;-;TOES;DaBaby Featuring Lil Baby & Moneybagg Yo;58;28;10
"
                February 15, 2020
                ";59;Failing;-28;B.I.T.C.H.;Megan Thee Stallion;31;31;2
"
                February 15, 2020
                ";60;New;-;Physical;Dua Lipa;-;60;1
"
                February 15, 2020
                ";61;New;-;Mahogany;Lil Wayne;-;61;1
"
                February 15, 2020
                ";62;Failing;-19;Nobody But You;Blake Shelton Duet With Gwen Stefani;43;43;4
"
                February 15, 2020
                ";63;Failing;-2;VIBEZ;DaBaby;61;21;19
"
                February 15, 2020
                ";64;Rising;+1;What She Wants Tonight;Luke Bryan;65;64;7
"
                February 15, 2020
                ";65;Rising;+7;Make Me Want To;Jimmie Allen;72;65;6
"
                February 15, 2020
                ";66;Failing;-11;P*$$y Fairy (OTW);Jhene Aiko;55;55;3
"
                February 15, 2020
                ";67;Rising;+6;Say So;Doja Cat Featuring Nicki Minaj;73;67;5
"
                February 15, 2020
                ";68;Rising;+2;I Wish Grandpas Never Died;Riley Green;70;68;6
"
                February 15, 2020
                ";69;New;-;King Of My City;A Boogie Wit da Hoodie;-;69;1
"
                February 15, 2020
                ";70;Failing;-10;Futsal Shuffle 2020;Lil Uzi Vert;60;5;8
"
                February 15, 2020
                ";71;Failing;-3;More Hearts Than Mine;Ingrid Andress;68;68;6
"
                February 15, 2020
                ";72;Rising;+2;We Back;Jason Aldean;74;72;10
"
                February 15, 2020
                ";73;Rising;+7;Letter To Nipsey;Meek Mill Featuring Roddy Ricch;80;73;2
"
                February 15, 2020
                ";74;Failing;-5;SUGAR;BrockHampton;69;66;5
"
                February 15, 2020
                ";75;Re-Enter;-;Heartless;Diplo Presents Thomas Wesley Featuring Morgan Wallen;-;75;5
"
                February 15, 2020
                ";76;Failing;-1;I Hope You're Happy Now;Carly Pearce & Lee Brice;75;75;5
"
                February 15, 2020
                ";77;Failing;-10;Ridin' Roads;Dustin Lynch;67;47;14
"
                February 15, 2020
                ";78;Failing;-12;No Idea;Don Toliver;66;43;10
"
                February 15, 2020
                ";79;Rising;+6;Before You Go;Lewis Capaldi;85;79;2
"
                February 15, 2020
                ";80;Failing;-1;Make No Sense;YoungBoy Never Broke Again;79;57;13
"
                February 15, 2020
                ";81;Rising;+7;Homemade;Jake Owen;88;81;2
"
                February 15, 2020
                ";82;Failing;-28;Good News;Mac Miller;54;17;4
"
                February 15, 2020
                ";83;Failing;-12;Start Wit Me;Roddy Ricch & Gunna;71;56;12
"
                February 15, 2020
                ";84;Rising;+3;Vete;Bad Bunny;87;33;10
"
                February 15, 2020
                ";85;Failing;-3;Chasin' You;Morgan Wallen;82;82;2
"
                February 15, 2020
                ";86;Failing;-10;homecoming queen?;Kelsea Ballerini;76;76;9
"
                February 15, 2020
                ";87;New;-;Mama Mia;Lil Wayne;-;87;1
"
                February 15, 2020
                ";88;New;-;Funeral;Lil Wayne;-;88;1
"
                February 15, 2020
                ";89;New;-;Nice To Meet Ya;Meghan Trainor Featuring Nicki Minaj;-;89;1
"
                February 15, 2020
                ";90;Failing;-6;Slow Dance In A Parking Lot;Jordan Davis;84;84;5
"
                February 15, 2020
                ";91;Failing;-1;Come Thru;Summer Walker & Usher;90;42;8
"
                February 15, 2020
                ";92;Failing;-11;Jerry Sprunger;Tory Lanez & T-Pain;81;44;9
"
                February 15, 2020
                ";93;New;-;Get Me;Justin Bieber Featuring Kehlani;-;93;1
"
                February 15, 2020
                ";94;Rising;+2;Catch;Brett Young;96;94;2
"
                February 15, 2020
                ";95;Rising;+5;Dive Bar;Garth Brooks & Blake Shelton;100;95;2
"
                February 15, 2020
                ";96;Failing;-7;Easy;DaniLeigh Featuring Chris Brown;89;79;14
"
                February 15, 2020
                ";97;Failing;-14;Rare;Selena Gomez;83;30;4
"
                February 15, 2020
                ";98;Failing;-21;U Played;MoneyBagg Yo Featuring Lil Baby;77;53;5
"
                February 15, 2020
                ";99;Failing;-7;Camelot;NLE Choppa;92;37;20
"
                February 15, 2020
                ";100;Re-Enter;-;ORANGE SODA;Baby Keem;-;98;2
"
                February 22, 2020
                ";1;Steady;-;The Box;Roddy Ricch;1;1;10
"
                February 22, 2020
                ";2;Steady;-;Life Is Good;Future Featuring Drake;2;2;5
"
                February 22, 2020
                ";3;Steady;-;Circles;Post Malone;3;1;24
"
                February 22, 2020
                ";4;Steady;-;Memories;Maroon 5;4;2;21
"
                February 22, 2020
                ";5;Steady;-;Dance Monkey;Tones And I;5;5;19
"
                February 22, 2020
                ";6;Rising;+3;Don't Start Now;Dua Lipa;9;6;15
"
                February 22, 2020
                ";7;Steady;-;Roxanne;Arizona Zervas;7;4;15
"
                February 22, 2020
                ";8;Failing;-2;Someone You Loved;Lewis Capaldi;6;1;40
"
                February 22, 2020
                ";9;Failing;-1;10,000 Hours;Dan + Shay & Justin Bieber;8;4;19
"
                February 22, 2020
                ";10;Steady;-;Everything I Wanted;Billie Eilish;10;8;14
"
                February 22, 2020
                ";11;New;-;Intentions;Justin Bieber Featuring Quavo;-;11;1
"
                February 22, 2020
                ";12;Rising;+3;Blinding Lights;The Weeknd;15;11;11
"
                February 22, 2020
                ";13;Failing;-2;Lose You To Love Me;Selena Gomez;11;1;17
"
                February 22, 2020
                ";14;Failing;-2;Ballin';Mustard & Roddy Ricch;12;11;30
"
                February 22, 2020
                ";15;Failing;-2;BOP;DaBaby;13;11;20
"
                February 22, 2020
                ";16;Rising;+3;Hot Girl Bummer;blackbear;19;16;22
"
                February 22, 2020
                ";17;Steady;-;Heartless;The Weeknd;17;1;12
"
                February 22, 2020
                ";18;Steady;-;The Bones;Maren Morris;18;18;21
"
                February 22, 2020
                ";19;Failing;-5;Yummy;Justin Bieber;14;2;6
"
                February 22, 2020
                ";20;Failing;-4;Good As Hell;Lizzo;16;3;25
"
                February 22, 2020
                ";21;Steady;-;High Fashion;Roddy Ricch Featuring Mustard;21;20;7
"
                February 22, 2020
                ";22;Rising;+1;Adore You;Harry Styles;23;22;10
"
                February 22, 2020
                ";23;New;-;Yikes;Nicki Minaj;-;23;1
"
                February 22, 2020
                ";24;Steady;-;Woah;Lil Baby;24;16;14
"
                February 22, 2020
                ";25;Rising;+2;Falling;Trevor Daniel;27;25;13
"
                February 22, 2020
                ";26;Rising;+5;My Oh My;Camila Cabello Featuring DaBaby;31;26;10
"
                February 22, 2020
                ";27;Failing;-5;No Guidance;Chris Brown Featuring Drake;22;5;36
"
                February 22, 2020
                ";28;Failing;-8;Godzilla;Eminem Featuring Juice WRLD;20;3;4
"
                February 22, 2020
                ";29;Failing;-4;Bad Guy;Billie Eilish;25;1;46
"
                February 22, 2020
                ";30;Failing;-4;HIGHEST IN THE ROOM;Travis Scott;26;1;19
"
                February 22, 2020
                ";31;Failing;-1;You Should Be Sad;Halsey;30;26;5
"
                February 22, 2020
                ";32;Failing;-3;What A Man Gotta Do;Jonas Brothers;29;16;4
"
                February 22, 2020
                ";33;Failing;-5;Senorita;Shawn Mendes & Camila Cabello;28;1;34
"
                February 22, 2020
                ";34;Steady;-;Kinfolks;Sam Hunt;34;34;18
"
                February 22, 2020
                ";35;Failing;-3;Trampoline;SHAED;32;13;37
"
                February 22, 2020
                ";36;Rising;+8;RITMO (Bad Boys For Life);The Black Eyed Peas X J Balvin;44;36;12
"
                February 22, 2020
                ";37;Rising;+1;Sucker;Jonas Brothers;38;1;45
"
                February 22, 2020
                ";38;Failing;-2;One Man Band;Old Dominion;36;20;25
"
                February 22, 2020
                ";39;Failing;-2;Only Human;Jonas Brothers;37;18;34
"
                February 22, 2020
                ";40;Steady;-;I Don't Care;Ed Sheeran & Justin Bieber;40;2;37
"
                February 22, 2020
                ";41;Failing;-6;Truth Hurts;Lizzo;35;1;41
"
                February 22, 2020
                ";42;Steady;-;Tusa;Karol G & Nicki Minaj;42;42;11
"
                February 22, 2020
                ";43;Failing;-2;Juicy;Doja Cat & Tyga;41;41;16
"
                February 22, 2020
                ";44;Failing;-5;Suicidal;YNW Melly & Juice WRLD;39;34;12
"
                February 22, 2020
                ";45;Rising;+6;Homesick;Kane Brown;51;45;13
"
                February 22, 2020
                ";46;Rising;+1;Hot;Young Thug Featuring Gunna;47;11;26
"
                February 22, 2020
                ";47;Failing;-4;Even Though I'm Leaving;Luke Combs;43;11;24
"
                February 22, 2020
                ";48;Rising;+5;I Hope;Gabby Barrett;53;48;7
"
                February 22, 2020
                ";49;Failing;-3;Sum 2 Prove;Lil Baby;46;16;5
"
                February 22, 2020
                ";50;Failing;-1;South Of The Border;Ed Sheeran Featuring Camila Cabello & Cardi B;49;49;10
"
                February 22, 2020
                ";51;Failing;-6;Bandit;Juice WRLD & YoungBoy Never Broke Again;45;10;19
"
                February 22, 2020
                ";52;Failing;-4;Heartache Medication;Jon Pardi;48;42;20
"
                February 22, 2020
                ";53;Rising;+12;Make Me Want To;Jimmie Allen;65;53;7
"
                February 22, 2020
                ";54;Failing;-2;BEST ON EARTH;Russ & BIA;52;52;10
"
                February 22, 2020
                ";55;Steady;-;Heart On Ice;Rod Wave;55;54;14
"
                February 22, 2020
                ";56;Failing;-2;Slide;H.E.R. Featuring YG;54;54;8
"
                February 22, 2020
                ";57;New;-;Know Your Worth;Khalid x Disclosure;-;57;1
"
                February 22, 2020
                ";58;Rising;+9;Say So;Doja Cat Featuring Nicki Minaj;67;58;6
"
                February 22, 2020
                ";59;Failing;-2;Out West;JACKBOYS Featuring Young Thug;57;38;7
"
                February 22, 2020
                ";60;Rising;+2;Nobody But You;Blake Shelton Duet With Gwen Stefani;62;43;5
"
                February 22, 2020
                ";61;Failing;-28;I Do It;Lil Wayne Featuring Big Sean & Lil Baby;33;33;2
"
                February 22, 2020
                ";62;New;-;Blueberry Faygo;Lil Mosey;-;62;1
"
                February 22, 2020
                ";63;Failing;-5;TOES;DaBaby Featuring Lil Baby & Moneybagg Yo;58;28;11
"
                February 22, 2020
                ";64;Steady;-;What She Wants Tonight;Luke Bryan;64;64;8
"
                February 22, 2020
                ";65;Failing;-2;VIBEZ;DaBaby;63;21;20
"
                February 22, 2020
                ";66;Rising;+2;I Wish Grandpas Never Died;Riley Green;68;66;7
"
                February 22, 2020
                ";67;Rising;+4;More Hearts Than Mine;Ingrid Andress;71;67;7
"
                February 22, 2020
                ";68;New;-;Run;Joji;-;68;1
"
                February 22, 2020
                ";69;Rising;+3;We Back;Jason Aldean;72;69;11
"
                February 22, 2020
                ";70;Failing;-4;P*$$y Fairy (OTW);Jhene Aiko;66;55;4
"
                February 22, 2020
                ";71;Rising;+8;Before You Go;Lewis Capaldi;79;71;3
"
                February 22, 2020
                ";72;Failing;-13;B.I.T.C.H.;Megan Thee Stallion;59;31;3
"
                February 22, 2020
                ";73;Rising;+2;Heartless;Diplo Presents Thomas Wesley Featuring Morgan Wallen;75;73;6
"
                February 22, 2020
                ";74;Re-Enter;-;Rodeo;Lil Nas X & Cardi B Or Nas;-;22;9
"
                February 22, 2020
                ";75;Rising;+6;Homemade;Jake Owen;81;75;3
"
                February 22, 2020
                ";76;Rising;+14;Slow Dance In A Parking Lot;Jordan Davis;90;76;6
"
                February 22, 2020
                ";77;Failing;-1;I Hope You're Happy Now;Carly Pearce & Lee Brice;76;75;6
"
                February 22, 2020
                ";78;Failing;-1;Ridin' Roads;Dustin Lynch;77;47;15
"
                February 22, 2020
                ";79;Rising;+1;Make No Sense;YoungBoy Never Broke Again;80;57;14
"
                February 22, 2020
                ";80;Re-Enter;-;Loyal;PARTYNEXTDOOR Featuring Drake;-;63;2
"
                February 22, 2020
                ";81;Rising;+4;Chasin' You;Morgan Wallen;85;81;3
"
                February 22, 2020
                ";82;Failing;-8;SUGAR;BrockHampton;74;66;6
