week;rank;rise;rise_nb;name;artist;last_week;peak;week_chart
"
                April 11, 2020
                ";87;Rising;+13;La Dificil;Bad Bunny;100;33;5
"
                April 11, 2020
                ";88;Re-Enter;-;Ridin' Roads;Dustin Lynch;-;47;18
"
                April 11, 2020
                ";89;Rising;+3;Si Veo A Tu Mama;Bad Bunny;92;32;5
"
                April 11, 2020
                ";90;Re-Enter;-;The Man;Taylor Swift;-;23;6
"
                April 11, 2020
                ";91;New;-;Hard To Forget;Sam Hunt;-;91;1
"
                April 11, 2020
                ";92;Rising;+6;Go Stupid;Polo G Featuring NLE Choppa & Stunna 4 Vegas;98;60;7
"
                April 11, 2020
                ";93;New;-;Last Time I Say Sorry;Kane Brown & John Legend;-;93;1
"
                April 11, 2020
                ";94;Failing;-22;What A Man Gotta Do;Jonas Brothers;72;16;11
"
                April 11, 2020
                ";95;Failing;-4;Heatin Up;Lil Baby & Gunna;91;18;5
"
                April 11, 2020
                ";96;New;-;If The World Was Ending;JP Saxe Featuring Julia Michaels;-;96;1
"
                April 11, 2020
                ";97;Rising;+2;Vete;Bad Bunny;99;33;18
"
                April 11, 2020
                ";98;Failing;-24;Baby Pluto;Lil Uzi Vert;74;6;4
"
                April 11, 2020
                ";99;Failing;-2;Into The Unknown;Idina Menzel & AURORA;97;46;12
"
                April 11, 2020
                ";100;Re-Enter;-;July;Noah Cyrus & Leon Bridges;-;91;5
"
                April 18, 2020
                ";1;New;-;Toosie Slide;Drake;-;1;1
"
                April 18, 2020
                ";2;Failing;-1;Blinding Lights;The Weeknd;1;1;19
"
                April 18, 2020
                ";3;Failing;-1;The Box;Roddy Ricch;2;1;18
"
                April 18, 2020
                ";4;Failing;-1;Don't Start Now;Dua Lipa;3;2;23
"
                April 18, 2020
                ";5;Steady;-;Life Is Good;Future Featuring Drake;5;2;13
"
                April 18, 2020
                ";6;Failing;-2;Circles;Post Malone;4;1;32
"
                April 18, 2020
                ";7;Failing;-1;Adore You;Harry Styles;6;6;18
"
                April 18, 2020
                ";8;Failing;-1;Say So;Doja Cat Featuring Nicki Minaj;7;7;14
"
                April 18, 2020
                ";9;Failing;-1;Intentions;Justin Bieber Featuring Quavo;8;8;9
"
                April 18, 2020
                ";10;Failing;-1;Everything I Wanted;Billie Eilish;9;8;22
"
                April 18, 2020
                ";11;Failing;-1;Someone You Loved;Lewis Capaldi;10;1;48
"
                April 18, 2020
                ";12;Rising;+2;The Bones;Maren Morris;14;12;29
"
                April 18, 2020
                ";13;Rising;+2;My Oh My;Camila Cabello Featuring DaBaby;15;13;18
"
                April 18, 2020
                ";14;Rising;+4;Savage;Megan Thee Stallion Featuring Beyonce;18;14;4
"
                April 18, 2020
                ";15;Failing;-2;Memories;Maroon 5;13;2;29
"
                April 18, 2020
                ";16;Failing;-5;Roxanne;Arizona Zervas;11;4;23
"
                April 18, 2020
                ";17;Failing;-1;Hot Girl Bummer;blackbear;16;11;30
"
                April 18, 2020
                ";18;Rising;+1;Blueberry Faygo;Lil Mosey;19;18;9
"
                April 18, 2020
                ";19;Failing;-7;Heartless;The Weeknd;12;1;20
"
                April 18, 2020
                ";20;Rising;+2;I Hope;Gabby Barrett;22;20;15
"
                April 18, 2020
                ";21;Failing;-1;Dance Monkey;Tones And I;20;4;27
"
                April 18, 2020
                ";22;New;-;Find My Way;DaBaby;-;22;1
"
                April 18, 2020
                ";23;Rising;+2;Falling;Trevor Daniel;25;23;21
"
                April 18, 2020
                ";24;Rising;+8;Nobody But You;Blake Shelton Duet With Gwen Stefani;32;24;13
"
                April 18, 2020
                ";25;Rising;+5;Heart On Ice;Rod Wave;30;25;22
"
                April 18, 2020
                ";26;Failing;-2;Ballin';Mustard & Roddy Ricch;24;11;38
"
                April 18, 2020
                ";27;Rising;+9;Chasin' You;Morgan Wallen;36;27;11
"
                April 18, 2020
                ";28;Failing;-2;RITMO (Bad Boys For Life);The Black Eyed Peas X J Balvin;26;26;20
"
                April 18, 2020
                ";29;Rising;+11;Catch;Brett Young;40;29;11
"
                April 18, 2020
                ";30;Rising;+9;Roses (Imanbek Remix);SAINt JHN;39;30;3
"
                April 18, 2020
                ";31;Steady;-;High Fashion;Roddy Ricch Featuring Mustard;31;20;15
"
                April 18, 2020
                ";32;Failing;-5;Stupid Love;Lady Gaga;27;5;6
"
                April 18, 2020
                ";33;Rising;+10;Death Bed;Powfu Featuring beabadoobee;43;33;4
"
                April 18, 2020
                ";34;Failing;-6;10,000 Hours;Dan + Shay & Justin Bieber;28;4;27
"
                April 18, 2020
                ";35;Failing;-6;BOP;DaBaby;29;11;28
"
                April 18, 2020
                ";36;Rising;+13;Whats Poppin;Jack Harlow;49;36;9
"
                April 18, 2020
                ";37;Rising;+7;More Hearts Than Mine;Ingrid Andress;44;37;15
"
                April 18, 2020
                ";38;Failing;-3;No Guidance;Chris Brown Featuring Drake;35;5;44
"
                April 18, 2020
                ";39;Failing;-18;Break My Heart;Dua Lipa;21;21;2
"
                April 18, 2020
                ";40;Rising;+51;Hard To Forget;Sam Hunt;91;40;2
"
                April 18, 2020
                ";41;Steady;-;I Love Me;Demi Lovato;41;18;5
"
                April 18, 2020
                ";42;Failing;-5;Slow Dance In A Parking Lot;Jordan Davis;37;37;14
"
                April 18, 2020
                ";43;Failing;-10;Suicidal;YNW Melly & Juice WRLD;33;20;19
"
                April 18, 2020
                ";44;Rising;+8;Sunday Best;Surfaces;52;44;6
"
                April 18, 2020
                ";45;Steady;-;Slide;H.E.R. Featuring YG;45;45;16
"
                April 18, 2020
                ";46;Failing;-29;Turks;NAV, Gunna & Travis Scott;17;17;2
"
                April 18, 2020
                ";47;Failing;-5;In Your Eyes;The Weeknd;42;16;3
"
                April 18, 2020
                ";48;Failing;-10;Homesick;Kane Brown;38;35;21
"
                April 18, 2020
                ";49;Failing;-1;BEST ON EARTH;Russ & BIA;48;46;18
"
                April 18, 2020
                ";50;Rising;+9;Does To Me;Luke Combs Featuring Eric Church;59;50;4
"
                April 18, 2020
                ";51;Rising;+7;I Hope You're Happy Now;Carly Pearce & Lee Brice;58;51;14
"
                April 18, 2020
                ";52;Failing;-18;You Should Be Sad;Halsey;34;26;13
"
                April 18, 2020
                ";53;Failing;-6;Godzilla;Eminem Featuring Juice WRLD;47;3;12
"
                April 18, 2020
                ";54;Rising;+2;Beer Can't Fix;Thomas Rhett Featuring Jon Pardi;56;54;4
"
                April 18, 2020
                ";55;Failing;-1;Dior;Pop Smoke;54;30;8
"
                April 18, 2020
                ";56;Failing;-1;Sum 2 Prove;Lil Baby;55;16;13
"
                April 18, 2020
                ";57;Failing;-6;Homemade;Jake Owen;51;39;11
"
                April 18, 2020
                ";58;Failing;-35;Believe It;PARTYNEXTDOOR & Rihanna;23;23;2
"
                April 18, 2020
                ";59;Failing;-6;Yo Perreo Sola;Bad Bunny;53;53;4
"
                April 18, 2020
                ";60;Failing;-3;Walk Em Down;NLE Choppa Featuring Roddy Ricch;57;57;3
"
                April 18, 2020
                ";61;Rising;+1;Supalonely;BENEE Featuring Gus Dapperton;62;61;4
"
                April 18, 2020
                ";62;Failing;-12;What She Wants Tonight;Luke Bryan;50;46;16
"
                April 18, 2020
                ";63;Rising;+3;Before You Go;Lewis Capaldi;66;63;10
"
                April 18, 2020
                ";64;New;-;Fuck The World;Rod Wave;-;64;1
"
                April 18, 2020
                ";65;Rising;+3;Heartless;Diplo Presents Thomas Wesley Featuring Morgan Wallen;68;65;11
"
                April 18, 2020
                ";66;Failing;-2;Tusa;Karol G & Nicki Minaj;64;42;19
"
                April 18, 2020
                ";67;New;-;Pray 4 Love;Rod Wave;-;67;1
"
                April 18, 2020
                ";68;Failing;-1;Come Thru;Summer Walker & Usher;67;42;15
"
                April 18, 2020
                ";69;Rising;+9;After A Few;Travis Denning;78;69;2
"
                April 18, 2020
                ";70;Failing;-5;P*$$y Fairy (OTW);Jhene Aiko;65;40;12
"
                April 18, 2020
                ";71;New;-;Be A Light;Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban;-;71;1
"
                April 18, 2020
                ";72;Failing;-9;Myron;Lil Uzi Vert;63;13;4
"
                April 18, 2020
                ";73;Failing;-1;Out West;JACKBOYS Featuring Young Thug;72;38;13
"
                April 18, 2020
                ";74;New;-;Thief In The Night;Rod Wave;-;74;1
"
                April 18, 2020
                ";75;Failing;-5;The Other Side;SZA X Justin Timberlake;70;61;6
"
                April 18, 2020
                ";76;New;-;Tycoon;Future;-;76;1
"
                April 18, 2020
                ";77;New;-;I Remember;Rod Wave;-;77;1
"
                April 18, 2020
                ";78;New;-;The Greatest;Rod Wave;-;78;1
"
                April 18, 2020
                ";79;Failing;-10;Underdog;Alicia Keys;69;69;3
"
                April 18, 2020
                ";80;Failing;-6;Oprah's Bank Account;Lil Yachty, Drake & DaBaby;74;55;5
"
                April 18, 2020
                ";81;New;-;Bluebird;Miranda Lambert;-;81;1
"
                April 18, 2020
                ";82;Failing;-6;B.I.T.C.H.;Megan Thee Stallion;76;31;9
"
                April 18, 2020
                ";83;Rising;+13;If The World Was Ending;JP Saxe Featuring Julia Michaels;96;83;2
"
                April 18, 2020
                ";84;New;-;Ribbon In The Sky;Rod Wave;-;84;1
"
                April 18, 2020
                ";85;Failing;-12;Emotionally Scarred;Lil Baby;73;31;6
"
                April 18, 2020
                ";86;Steady;-;Safaera;Bad Bunny, Jowell & Randy & Nengo Flow;86;81;4
"
                April 18, 2020
                ";87;Failing;-8;That Way;Lil Uzi Vert;79;20;6
"
                April 18, 2020
                ";88;Rising;+2;The Man;Taylor Swift;90;23;7
"
                April 18, 2020
                ";89;Rising;+4;Last Time I Say Sorry;Kane Brown & John Legend;93;89;2
"
                April 18, 2020
                ";90;Failing;-29;After Hours;The Weeknd;61;20;7
"
                April 18, 2020
                ";91;Failing;-3;Ridin' Roads;Dustin Lynch;88;47;19
"
                April 18, 2020
                ";92;Failing;-17;P2;Lil Uzi Vert;75;11;5
"
                April 18, 2020
                ";93;New;-;Here And Now;Kenny Chesney;-;93;1
"
                April 18, 2020
                ";94;Failing;-10;Yummy;Justin Bieber;84;2;14
"
                April 18, 2020
                ";95;New;-;Thug Life;Rod Wave;-;95;1
"
                April 18, 2020
                ";96;Failing;-1;Heatin Up;Lil Baby & Gunna;95;18;6
"
                April 18, 2020
                ";97;Rising;+3;July;Noah Cyrus & Leon Bridges;100;91;6
"
                April 18, 2020
                ";98;Failing;-4;What A Man Gotta Do;Jonas Brothers;94;16;12
"
                April 18, 2020
                ";99;New;-;No Weakness;Rod Wave;-;99;1
"
                April 18, 2020
                ";100;Failing;-18;Grace;Lil Baby & 42 Dugg;82;48;6
"
                April 25, 2020
                ";1;Rising;+1;Blinding Lights;The Weeknd;2;1;20
"
                April 25, 2020
                ";2;Failing;-1;Toosie Slide;Drake;1;1;2
"
                April 25, 2020
                ";3;Steady;-;The Box;Roddy Ricch;3;1;19
"
                April 25, 2020
                ";4;Steady;-;Don't Start Now;Dua Lipa;4;2;24
"
                April 25, 2020
                ";5;Rising;+3;Say So;Doja Cat Featuring Nicki Minaj;8;5;15
"
                April 25, 2020
                ";6;Rising;+1;Adore You;Harry Styles;7;6;19
"
                April 25, 2020
                ";7;Failing;-1;Circles;Post Malone;6;1;33
"
                April 25, 2020
                ";8;Failing;-3;Life Is Good;Future Featuring Drake;5;2;14
"
                April 25, 2020
                ";9;Steady;-;Intentions;Justin Bieber Featuring Quavo;9;8;10
"
                April 25, 2020
                ";10;Steady;-;Everything I Wanted;Billie Eilish;10;8;23
"
                April 25, 2020
                ";11;Steady;-;Someone You Loved;Lewis Capaldi;11;1;49
"
                April 25, 2020
                ";12;Rising;+1;My Oh My;Camila Cabello Featuring DaBaby;13;12;19
"
                April 25, 2020
                ";13;Failing;-1;The Bones;Maren Morris;12;12;30
"
                April 25, 2020
                ";14;Steady;-;Savage;Megan Thee Stallion Featuring Beyonce;14;14;5
"
                April 25, 2020
                ";15;Steady;-;Memories;Maroon 5;15;2;30
"
                April 25, 2020
                ";16;Rising;+2;Blueberry Faygo;Lil Mosey;18;16;10
"
                April 25, 2020
                ";17;Rising;+3;I Hope;Gabby Barrett;20;17;16
"
                April 25, 2020
                ";18;Rising;+6;Nobody But You;Blake Shelton Duet With Gwen Stefani;24;18;14
"
                April 25, 2020
                ";19;Failing;-3;Roxanne;Arizona Zervas;16;4;24
"
                April 25, 2020
                ";20;Failing;-3;Hot Girl Bummer;blackbear;17;11;31
"
                April 25, 2020
                ";21;Failing;-2;Heartless;The Weeknd;19;1;21
"
                April 25, 2020
                ";22;Rising;+1;Falling;Trevor Daniel;23;22;22
"
                April 25, 2020
                ";23;New;-;Level Of Concern;twenty one pilots;-;23;1
"
                April 25, 2020
                ";24;Failing;-3;Dance Monkey;Tones And I;21;4;28
"
                April 25, 2020
                ";25;Rising;+2;Chasin' You;Morgan Wallen;27;25;12
"
                April 25, 2020
                ";26;Rising;+4;Roses (Imanbek Remix);SAINt JHN;30;26;4
"
                April 25, 2020
                ";27;Failing;-1;Ballin';Mustard & Roddy Ricch;26;11;39
"
                April 25, 2020
                ";28;Failing;-3;Heart On Ice;Rod Wave;25;25;23
"
                April 25, 2020
                ";29;Rising;+2;High Fashion;Roddy Ricch Featuring Mustard;31;20;16
"
                April 25, 2020
                ";30;Rising;+3;Death Bed;Powfu Featuring beabadoobee;33;30;5
"
                April 25, 2020
                ";31;Failing;-3;RITMO (Bad Boys For Life);The Black Eyed Peas X J Balvin;28;26;21
"
                April 25, 2020
                ";32;Rising;+5;More Hearts Than Mine;Ingrid Andress;37;32;16
"
                April 25, 2020
                ";33;Failing;-1;Stupid Love;Lady Gaga;32;5;7
"
                April 25, 2020
                ";34;Steady;-;10,000 Hours;Dan + Shay & Justin Bieber;34;4;28
"
                April 25, 2020
                ";35;Rising;+4;Break My Heart;Dua Lipa;39;21;3
"
                April 25, 2020
                ";36;Steady;-;Whats Poppin;Jack Harlow;36;36;10
"
                April 25, 2020
                ";37;Failing;-8;Catch;Brett Young;29;29;12
"
                April 25, 2020
                ";38;Rising;+6;Sunday Best;Surfaces;44;38;7
"
                April 25, 2020
                ";39;Failing;-4;BOP;DaBaby;35;11;29
"
                April 25, 2020
                ";40;Failing;-2;No Guidance;Chris Brown Featuring Drake;38;5;45
"
                April 25, 2020
                ";41;Steady;-;I Love Me;Demi Lovato;41;18;6
"
                April 25, 2020
                ";42;Rising;+9;I Hope You're Happy Now;Carly Pearce & Lee Brice;51;42;15
"
                April 25, 2020
                ";43;Rising;+2;Slide;H.E.R. Featuring YG;45;43;17
"
                April 25, 2020
                ";44;Rising;+10;Beer Can't Fix;Thomas Rhett Featuring Jon Pardi;54;44;5
"
                April 25, 2020
                ";45;Rising;+2;In Your Eyes;The Weeknd;47;16;4
"
                April 25, 2020
                ";46;Rising;+9;Dior;Pop Smoke;55;30;9
"
                April 25, 2020
                ";47;Failing;-4;Suicidal;YNW Melly & Juice WRLD;43;20;20
"
                April 25, 2020
                ";48;Rising;+2;Does To Me;Luke Combs Featuring Eric Church;50;48;5
"
                April 25, 2020
                ";49;Failing;-9;Hard To Forget;Sam Hunt;40;40;3
"
                April 25, 2020
                ";50;Failing;-8;Slow Dance In A Parking Lot;Jordan Davis;42;37;15
"
                April 25, 2020
                ";51;Failing;-29;Find My Way;DaBaby;22;22;2
"
                April 25, 2020
                ";52;Failing;-3;BEST ON EARTH;Russ & BIA;49;46;19
"
                April 25, 2020
                ";53;Rising;+3;Sum 2 Prove;Lil Baby;56;16;14
"
                April 25, 2020
                ";54;New;-;Stupid Again;Tory Lanez;-;54;1
"
                April 25, 2020
                ";55;Rising;+14;After A Few;Travis Denning;69;55;3
"
                April 25, 2020
                ";56;Failing;-3;Godzilla;Eminem Featuring Juice WRLD;53;3;13
"
                April 25, 2020
                ";57;Rising;+6;Before You Go;Lewis Capaldi;63;57;11
"
                April 25, 2020
                ";58;Rising;+3;Supalonely;BENEE Featuring Gus Dapperton;61;58;5
"
                April 25, 2020
                ";59;New;-;Boyfriend;Selena Gomez;-;59;1
"
                April 25, 2020
                ";60;Steady;-;Walk Em Down;NLE Choppa Featuring Roddy Ricch;60;57;4
"
                April 25, 2020
                ";61;Failing;-3;Believe It;PARTYNEXTDOOR & Rihanna;58;23;3
"
                April 25, 2020
                ";62;Failing;-3;Yo Perreo Sola;Bad Bunny;59;53;5
"
                April 25, 2020
                ";63;Failing;-17;Turks;NAV, Gunna & Travis Scott;46;17;3
"
                April 25, 2020
                ";64;New;-;Broke In A Minute;Tory Lanez;-;64;1
"
                April 25, 2020
                ";65;Failing;-13;You Should Be Sad;Halsey;52;26;14
"
                April 25, 2020
                ";66;Rising;+2;Come Thru;Summer Walker & Usher;68;42;16
"
                April 25, 2020
                ";67;Failing;-10;Homemade;Jake Owen;57;39;12
"
                April 25, 2020
                ";68;Failing;-3;Heartless;Diplo Presents Thomas Wesley Featuring Morgan Wallen;65;65;12
"
                April 25, 2020
                ";69;Failing;-3;Tusa;Karol G & Nicki Minaj;66;42;20
"
                April 25, 2020
                ";70;Steady;-;P*$$y Fairy (OTW);Jhene Aiko;70;40;13
"
                April 25, 2020
                ";71;Rising;+2;Out West;JACKBOYS Featuring Young Thug;73;38;14
"
                April 25, 2020
                ";72;Failing;-1;Be A Light;Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban;71;71;2
"
                April 25, 2020
                ";73;Rising;+10;If The World Was Ending;JP Saxe Featuring Julia Michaels;83;73;3
"
                April 25, 2020
                ";74;Failing;-2;Myron;Lil Uzi Vert;72;13;5
"
                April 25, 2020
                ";75;Rising;+6;Bluebird;Miranda Lambert;81;75;2
"
                April 25, 2020
                ";76;Failing;-1;The Other Side;SZA X Justin Timberlake;75;61;7
"
                April 25, 2020
                ";77;Failing;-15;What She Wants Tonight;Luke Bryan;62;46;17
"
                April 25, 2020
                ";78;New;-;Sigues Con El;Arcangel x Sech;-;78;1
"
                April 25, 2020
                ";79;Rising;+14;Here And Now;Kenny Chesney;93;79;2
"
                April 25, 2020
                ";80;New;-;Die From A Broken Heart;Maddie & Tae;-;80;1
"
                April 25, 2020
                ";81;Failing;-2;Underdog;Alicia Keys;79;69;4
"
                April 25, 2020
                ";82;Rising;+3;Emotionally Scarred;Lil Baby;85;31;7
"
                April 25, 2020
                ";83;Rising;+4;That Way;Lil Uzi Vert;87;20;7
"
                April 25, 2020
                ";84;New;-;DND;Polo G;-;84;1
"
                April 25, 2020
                ";85;Rising;+12;July;Noah Cyrus & Leon Bridges;97;85;7
"
                April 25, 2020
                ";86;Steady;-;Safaera;Bad Bunny, Jowell & Randy & Nengo Flow;86;81;5
"
                April 25, 2020
                ";87;Rising;+4;Ridin' Roads;Dustin Lynch;91;47;20
"
                April 25, 2020
                ";88;Steady;-;The Man;Taylor Swift;88;23;8
"
                April 25, 2020
                ";89;Failing;-9;Oprah's Bank Account;Lil Yachty, Drake & DaBaby;80;55;6
"
                April 25, 2020
                ";90;Re-Enter;-;PTSD;G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert;-;38;3
"
                April 25, 2020
                ";91;Rising;+9;Grace;Lil Baby & 42 Dugg;100;48;7
"
                April 25, 2020
                ";92;Steady;-;P2;Lil Uzi Vert;92;11;6
"
                April 25, 2020
                ";93;New;-;In Between;Scotty McCreery;-;93;1
"
                April 25, 2020
                ";94;Steady;-;Yummy;Justin Bieber;94;2;15
"
                April 25, 2020
                ";95;Re-Enter;-;Captain Hook;Megan Thee Stallion;-;74;2
"
                April 25, 2020
                ";96;New;-;Ride It.;Regard;-;96;1
"
                April 25, 2020
                ";97;Failing;-15;B.I.T.C.H.;Megan Thee Stallion;82;31;10
"
                April 25, 2020
                ";98;New;-;Girl Of My Dreams;Rod Wave;-;98;1
"
                April 25, 2020
                ";99;Re-Enter;-;B.S.;Jhene Aiko Featuring H.E.R.;-;24;5
"
                April 25, 2020
                ";100;New;-;Boss Bitch;Doja Cat;-;100;1
"
                May 2, 2020
                ";1;Steady;-;Blinding Lights;The Weeknd;1;1;21
"
                May 2, 2020
                ";2;Steady;-;Toosie Slide;Drake;2;1;3
"
                May 2, 2020
                ";3;Steady;-;The Box;Roddy Ricch;3;1;20
"
                May 2, 2020
                ";4;Steady;-;Don't Start Now;Dua Lipa;4;2;25
"
                May 2, 2020
                ";5;Steady;-;Say So;Doja Cat Featuring Nicki Minaj;5;5;16
"
                May 2, 2020
                ";6;Rising;+1;Circles;Post Malone;7;1;34
"
                May 2, 2020
                ";7;Failing;-1;Adore You;Harry Styles;6;6;20
"
                May 2, 2020
                ";8;Rising;+1;Intentions;Justin Bieber Featuring Quavo;9;8;11
"
                May 2, 2020
                ";9;New;-;Rockstar;DaBaby Featuring Roddy Ricch;-;9;1
"
                May 2, 2020
                ";10;Failing;-2;Life Is Good;Future Featuring Drake;8;2;15
"
                May 2, 2020
                ";11;Failing;-1;Everything I Wanted;Billie Eilish;10;8;24
"
                May 2, 2020
                ";12;Steady;-;My Oh My;Camila Cabello Featuring DaBaby;12;12;20
"
                May 2, 2020
                ";13;Steady;-;The Bones;Maren Morris;13;12;31
"
                May 2, 2020
                ";14;Steady;-;Savage;Megan Thee Stallion Featuring Beyonce;14;14;6
"
                May 2, 2020
                ";15;Failing;-4;Someone You Loved;Lewis Capaldi;11;1;50
"
                May 2, 2020
                ";16;Rising;+1;I Hope;Gabby Barrett;17;16;17
"
                May 2, 2020
                ";17;New;-;Jump;DaBaby Featuring YoungBoy Never Broke Again;-;17;1
"
                May 2, 2020
                ";18;Failing;-3;Memories;Maroon 5;15;2;31
"
                May 2, 2020
                ";19;Failing;-3;Blueberry Faygo;Lil Mosey;16;16;11
"
                May 2, 2020
                ";20;Failing;-2;Nobody But You;Blake Shelton Duet With Gwen Stefani;18;18;15
"
                May 2, 2020
                ";21;Rising;+4;Chasin' You;Morgan Wallen;25;21;13
"
                May 2, 2020
                ";22;Rising;+4;Roses (Imanbek Remix);SAINt JHN;26;22;5
"
                May 2, 2020
                ";23;Failing;-1;Falling;Trevor Daniel;22;22;23
"
                May 2, 2020
                ";24;Failing;-4;Hot Girl Bummer;blackbear;20;11;32
"
                May 2, 2020
                ";25;Rising;+4;High Fashion;Roddy Ricch Featuring Mustard;29;20;17
"
                May 2, 2020
                ";26;Failing;-7;Roxanne;Arizona Zervas;19;4;25
"
                May 2, 2020
                ";27;Rising;+3;Death Bed;Powfu Featuring beabadoobee;30;27;6
"
                May 2, 2020
                ";28;Failing;-7;Heartless;The Weeknd;21;1;22
"
                May 2, 2020
                ";29;Failing;-1;Heart On Ice;Rod Wave;28;25;24
"
                May 2, 2020
                ";30;Rising;+2;More Hearts Than Mine;Ingrid Andress;32;30;17
"
                May 2, 2020
                ";31;Failing;-7;Dance Monkey;Tones And I;24;4;29
"
                May 2, 2020
                ";32;Failing;-5;Ballin';Mustard & Roddy Ricch;27;11;40
"
                May 2, 2020
                ";33;Rising;+18;Find My Way;DaBaby;51;22;3
"
                May 2, 2020
                ";34;Failing;-3;RITMO (Bad Boys For Life);The Black Eyed Peas X J Balvin;31;26;22
"
                May 2, 2020
                ";35;New;-;@ MEH;Playboi Carti;-;35;1
"
                May 2, 2020
                ";36;New;-;I'm Ready;Sam Smith & Demi Lovato;-;36;1
"
                May 2, 2020
                ";37;Failing;-1;Whats Poppin;Jack Harlow;36;36;11
"
                May 2, 2020
                ";38;Steady;-;Sunday Best;Surfaces;38;38;8
"
                May 2, 2020
                ";39;Failing;-4;Break My Heart;Dua Lipa;35;21;4
"
                May 2, 2020
                ";40;Rising;+8;Does To Me;Luke Combs Featuring Eric Church;48;40;6
"
                May 2, 2020
                ";41;Failing;-7;10,000 Hours;Dan + Shay & Justin Bieber;34;4;29
"
                May 2, 2020
                ";42;Failing;-1;I Love Me;Demi Lovato;41;18;7
"
                May 2, 2020
                ";43;Failing;-4;BOP;DaBaby;39;11;30
"
                May 2, 2020
                ";44;New;-;PICK UP;DaBaby Featuring Quavo;-;44;1
"
                May 2, 2020
                ";45;Failing;-22;Level Of Concern;twenty one pilots;23;23;2
"
                May 2, 2020
                ";46;Failing;-13;Stupid Love;Lady Gaga;33;5;8
"
                May 2, 2020
                ";47;Failing;-5;I Hope You're Happy Now;Carly Pearce & Lee Brice;42;42;16
"
                May 2, 2020
                ";48;Failing;-8;No Guidance;Chris Brown Featuring Drake;40;5;46
"
                May 2, 2020
                ";49;Steady;-;Hard To Forget;Sam Hunt;49;40;4
"
                May 2, 2020
                ";50;New;-;NASTY;DaBaby Featuring Ashanti & Megan Thee Stallion;-;50;1
"
                May 2, 2020
                ";51;Failing;-7;Beer Can't Fix;Thomas Rhett Featuring Jon Pardi;44;44;6
"
                May 2, 2020
                ";52;Failing;-15;Catch;Brett Young;37;29;13
"
                May 2, 2020
                ";53;New;-;LIGHTSKIN SH*T;DaBaby Featuring Future & jetsonmade;-;53;1
"
                May 2, 2020
                ";54;Failing;-8;Dior;Pop Smoke;46;30;10
"
                May 2, 2020
                ";55;Failing;-10;In Your Eyes;The Weeknd;45;16;5
"
                May 2, 2020
                ";56;Failing;-1;After A Few;Travis Denning;55;55;4
"
                May 2, 2020
                ";57;Steady;-;Before You Go;Lewis Capaldi;57;57;12
"
                May 2, 2020
                ";58;Failing;-15;Slide;H.E.R. Featuring YG;43;43;18
"
                May 2, 2020
                ";59;Failing;-1;Supalonely;BENEE Featuring Gus Dapperton;58;58;6
"
                May 2, 2020
                ";60;Failing;-7;Sum 2 Prove;Lil Baby;53;16;15
"
                May 2, 2020
                ";61;New;-;More Than My Hometown;Morgan Wallen;-;61;1
"
                May 2, 2020
                ";62;Failing;-10;BEST ON EARTH;Russ & BIA;52;46;20
"
                May 2, 2020
                ";63;New;-;CAN'T STOP;DaBaby;-;63;1
"
                May 2, 2020
                ";64;New;-;BLAME IT ON BABY;DaBaby;-;64;1
"
                May 2, 2020
                ";65;Failing;-5;Walk Em Down;NLE Choppa Featuring Roddy Ricch;60;57;5
"
                May 2, 2020
                ";66;Failing;-10;Godzilla;Eminem Featuring Juice WRLD;56;3;14
"
                May 2, 2020
                ";67;Rising;+1;Heartless;Diplo Presents Thomas Wesley Featuring Morgan Wallen;68;65;13
"
                May 2, 2020
                ";68;Failing;-6;Yo Perreo Sola;Bad Bunny;62;53;6
"
                May 2, 2020
                ";69;New;-;SAD SHIT;DaBaby;-;69;1
"
                May 2, 2020
                ";70;Failing;-1;Tusa;Karol G & Nicki Minaj;69;42;21
"
                May 2, 2020
                ";71;New;-;DROP;DaBaby Featuring A Boogie Wit da Hoodie & London On Da Track;-;71;1
"
                May 2, 2020
                ";72;Failing;-1;Out West;JACKBOYS Featuring Young Thug;71;38;15
"
                May 2, 2020
                ";73;Failing;-23;Slow Dance In A Parking Lot;Jordan Davis;50;37;16
"
                May 2, 2020
                ";74;New;-;TALK ABOUT IT;DaBaby;-;74;1
"
                May 2, 2020
                ";75;Failing;-14;Believe It;PARTYNEXTDOOR & Rihanna;61;23;4
"
                May 2, 2020
                ";76;Failing;-6;P*$$y Fairy (OTW);Jhene Aiko;70;40;14
"
                May 2, 2020
                ";77;Failing;-4;If The World Was Ending;JP Saxe Featuring Julia Michaels;73;73;4
"
                May 2, 2020
                ";78;Failing;-15;Turks;NAV, Gunna & Travis Scott;63;17;4
"
                May 2, 2020
                ";79;Failing;-13;Come Thru;Summer Walker & Usher;66;42;17
"
                May 2, 2020
                ";80;Failing;-15;You Should Be Sad;Halsey;65;26;15
"
                May 2, 2020
                ";81;Failing;-14;Homemade;Jake Owen;67;39;13
"
                May 2, 2020
                ";82;Failing;-7;Bluebird;Miranda Lambert;75;75;3
